#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
22073873,14,14.773,0.467,7,8,-75,5180,googleWifiAP05,1
22074110,14,14.949,0.245,7,8,-78,5180,googleWifiAP05,1
22074352,14,14.949,0.217,7,8,-75,5180,googleWifiAP05,1
22074595,14,14.626,0.493,7,8,-76,5180,googleWifiAP05,1
22074842,14,14.831,0.405,7,8,-79,5180,googleWifiAP05,1
22075103,14,14.392,0.594,7,8,-82,5180,googleWifiAP05,1
22075364,14,14.48,0.471,7,8,-75,5180,googleWifiAP05,1
22075633,14,14.743,0.397,7,8,-76,5180,googleWifiAP05,1
22075902,14,14.451,0.408,7,8,-78,5180,googleWifiAP05,1
22076147,14,14.451,0.534,7,8,-77,5180,googleWifiAP05,1
22076401,14,14.451,0.571,7,8,-77,5180,googleWifiAP05,1
22076670,14,14.421,0.668,7,8,-78,5180,googleWifiAP05,1
22076946,14,14.685,0.454,7,8,-77,5180,googleWifiAP05,1
22077189,14,14.451,0.585,7,8,-78,5180,googleWifiAP05,1
22077427,14,14.509,0.451,7,8,-78,5180,googleWifiAP05,1
22077665,14,14.538,0.573,7,8,-78,5180,googleWifiAP05,1
22077926,14,14.861,0.327,7,8,-80,5180,googleWifiAP05,1
22078197,14,14.509,0.42,7,8,-80,5180,googleWifiAP05,1
22078469,14,14.538,0.492,7,8,-80,5180,googleWifiAP05,1
22078742,14,14.538,0.456,7,8,-80,5180,googleWifiAP05,1
22079010,14,14.509,0.489,7,8,-79,5180,googleWifiAP05,1
22079258,14,14.509,0.528,7,8,-79,5180,googleWifiAP05,1
22079498,14,14.685,0.451,7,8,-79,5180,googleWifiAP05,1
22079732,14,14.626,0.503,7,8,-77,5180,googleWifiAP05,1
22079994,14,14.714,0.399,7,8,-79,5180,googleWifiAP05,1
22080251,14,14.509,0.529,7,8,-76,5180,googleWifiAP05,1
22080513,14,14.685,0.52,7,8,-75,5180,googleWifiAP05,1
22080790,14,14.665,0.559,7,8,-72,5180,googleWifiAP05,1
22081054,14,14.451,0.519,7,8,-76,5180,googleWifiAP05,1
22081299,14,14.538,0.597,7,8,-75,5180,googleWifiAP05,1
22081539,14,14.333,0.515,7,8,-76,5180,googleWifiAP05,1
22081783,14,14.773,0.318,7,8,-79,5180,googleWifiAP05,1
22082047,14,14.685,0.498,7,8,-75,5180,googleWifiAP05,1
22082324,14,14.568,0.489,7,8,-75,5180,googleWifiAP05,1
22082589,14,14.451,0.56,7,8,-74,5180,googleWifiAP05,1
22082857,14,14.626,0.336,7,8,-75,5180,googleWifiAP05,1
22083119,14,14.538,0.418,7,8,-78,5180,googleWifiAP05,1
22083360,14,14.831,0.471,7,8,-79,5180,googleWifiAP05,1
22083599,14,14.48,0.539,7,8,-75,5180,googleWifiAP05,1
22083843,14,14.538,0.453,7,8,-78,5180,googleWifiAP05,1
22084110,14,14.363,0.507,7,8,-77,5180,googleWifiAP05,1
22084387,14,14.626,0.472,7,8,-80,5180,googleWifiAP05,1
22084649,14,14.626,0.428,7,8,-77,5180,googleWifiAP05,1
22084914,14,14.509,0.56,7,8,-78,5180,googleWifiAP05,1
22085179,14,14.48,0.558,7,8,-79,5180,googleWifiAP05,1
22085419,14,14.597,0.552,7,8,-79,5180,googleWifiAP05,1
22085658,14,14.451,0.596,7,8,-78,5180,googleWifiAP05,1
22085908,14,14.509,0.523,7,8,-78,5180,googleWifiAP05,1
22086150,14,14.685,0.495,7,8,-79,5180,googleWifiAP05,1
22086389,14,14.392,0.59,7,8,-79,5180,googleWifiAP05,1
22086648,14,14.597,0.524,7,8,-80,5180,googleWifiAP05,1
22086911,14,14.48,0.608,7,8,-79,5180,googleWifiAP05,1
22087176,14,14.568,0.538,7,8,-79,5180,googleWifiAP05,1
22087432,14,14.949,0.334,7,8,-75,5180,googleWifiAP05,1
22087697,14,14.509,0.526,7,8,-80,5180,googleWifiAP05,1
22087930,14,14.831,0.394,7,8,-81,5180,googleWifiAP05,1
22088156,14,14.626,0.468,7,8,-77,5180,googleWifiAP05,1
22088394,14,14.626,0.494,7,8,-80,5180,googleWifiAP05,1
22088651,14,14.568,0.524,7,8,-78,5180,googleWifiAP05,1
22088890,14,14.685,0.414,7,8,-80,5180,googleWifiAP05,1
22089130,14,14.538,0.599,7,8,-77,5180,googleWifiAP05,1
22089372,14,14.304,0.738,7,8,-76,5180,googleWifiAP05,1
22089634,14,14.48,0.548,7,8,-80,5180,googleWifiAP05,1
22089905,14,14.626,0.494,7,8,-78,5180,googleWifiAP05,1
22090170,14,14.509,0.493,7,8,-76,5180,googleWifiAP05,1
22090439,14,14.597,0.524,7,8,-76,5180,googleWifiAP05,1
22090705,14,14.626,0.42,7,8,-78,5180,googleWifiAP05,1
22090953,14,14.363,0.55,7,8,-79,5180,googleWifiAP05,1
22091193,14,14.743,0.569,7,8,-75,5180,googleWifiAP05,1
22091453,14,14.538,0.603,7,8,-78,5180,googleWifiAP05,1
22091708,14,14.597,0.485,7,8,-78,5180,googleWifiAP05,1
22091948,14,14.568,0.422,7,8,-78,5180,googleWifiAP05,1
22092189,14,14.656,0.513,7,8,-79,5180,googleWifiAP05,1
22092449,14,14.568,0.501,7,8,-78,5180,googleWifiAP05,1
22092710,14,14.421,0.516,7,8,-77,5180,googleWifiAP05,1
22092962,14,14.568,0.501,7,8,-77,5180,googleWifiAP05,1
22093219,14,14.333,0.714,7,8,-76,5180,googleWifiAP05,1
22093486,14,14.48,0.601,7,8,-77,5180,googleWifiAP05,1
22093732,14,14.597,0.584,7,8,-77,5180,googleWifiAP05,1
22093969,14,14.509,0.603,7,8,-77,5180,googleWifiAP05,1
22094209,14,14.509,0.657,7,8,-76,5180,googleWifiAP05,1
22094466,14,14.597,0.592,7,8,-76,5180,googleWifiAP05,1
22094709,14,14.538,0.553,7,8,-77,5180,googleWifiAP05,1
22094957,14,14.538,0.629,7,8,-78,5180,googleWifiAP05,1
22095215,14,14.568,0.545,7,8,-78,5180,googleWifiAP05,1
22095484,14,14.509,0.538,7,8,-78,5180,googleWifiAP05,1
22095753,14,14.48,0.581,7,8,-77,5180,googleWifiAP05,1
22096024,14,14.451,0.487,7,8,-74,5180,googleWifiAP05,1
22096293,14,14.392,0.599,7,8,-74,5180,googleWifiAP05,1
