#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
22897409,9,9.529,0.191,7,8,-70,5180,googleWifiAP05,1
22897648,9,8.943,0.554,7,8,-66,5180,googleWifiAP05,1
22897890,9,9.548,0.186,7,8,-68,5180,googleWifiAP05,1
22898160,9,9.294,0.21,7,8,-74,5180,googleWifiAP05,1
22898430,9,9.197,0.11,7,8,-72,5180,googleWifiAP05,1
22898698,9,9.499,0.125,7,8,-74,5180,googleWifiAP05,1
22898969,9,9.177,0.249,7,8,-75,5180,googleWifiAP05,1
22899228,9,9.353,0.134,7,8,-73,5180,googleWifiAP05,1
22899494,9,9.265,0.348,7,8,-73,5180,googleWifiAP05,1
22899772,9,9.206,0.336,7,8,-73,5180,googleWifiAP05,1
22900039,9,9.206,0.373,7,8,-73,5180,googleWifiAP05,1
22900307,9,9.265,0.51,7,8,-73,5180,googleWifiAP05,1
22900580,9,9.411,0.612,7,8,-73,5180,googleWifiAP05,1
22900830,9,9.441,0.543,7,8,-73,5180,googleWifiAP05,1
22901069,9,9.324,0.449,7,8,-73,5180,googleWifiAP05,1
22901315,9,9.236,0.469,7,8,-72,5180,googleWifiAP05,1
22901581,9,9.324,0.267,7,8,-72,5180,googleWifiAP05,1
22901853,9,9.548,0.176,7,8,-73,5180,googleWifiAP05,1
22902131,9,9.294,0.213,7,8,-72,5180,googleWifiAP05,1
22902397,9,8.689,0.281,7,8,-74,5180,googleWifiAP05,1
22902667,9,9.324,0.226,7,8,-72,5180,googleWifiAP05,1
22902929,9,9.265,0.18,7,8,-71,5180,googleWifiAP05,1
22903189,9,9.587,0.112,7,8,-73,5180,googleWifiAP05,1
22903456,9,9.001,0.2,7,8,-77,5180,googleWifiAP05,1
22903710,9,9.411,0.187,7,8,-71,5180,googleWifiAP05,1
22903975,9,9.382,0.257,7,8,-72,5180,googleWifiAP05,1
22904239,9,9.206,0.234,7,8,-73,5180,googleWifiAP05,1
22904511,9,9.314,0.112,7,8,-74,5180,googleWifiAP05,1
22904785,9,9.294,0.318,7,8,-77,5180,googleWifiAP05,1
22905049,9,9.265,0.328,7,8,-73,5180,googleWifiAP05,1
22905312,9,9.47,0.215,7,8,-74,5180,googleWifiAP05,1
22905582,9,9.177,0.457,7,8,-77,5180,googleWifiAP05,1
22905848,9,9.265,0.166,7,8,-74,5180,googleWifiAP05,1
22906111,9,9.275,0.151,7,8,-73,5180,googleWifiAP05,1
22906370,9,9.294,0.235,7,8,-75,5180,googleWifiAP05,1
22906636,9,9.206,0.458,7,8,-78,5180,googleWifiAP05,1
22906898,9,9.148,0.42,7,8,-75,5180,googleWifiAP05,1
22907168,9,9.236,0.432,7,8,-73,5180,googleWifiAP05,1
22907422,9,9.411,0.368,7,8,-73,5180,googleWifiAP05,1
22907688,9,9.353,0.44,7,8,-75,5180,googleWifiAP05,1
22907959,9,9.236,0.38,7,8,-72,5180,googleWifiAP05,1
22908235,9,9.382,0.261,7,8,-73,5180,googleWifiAP05,1
22908503,9,9.236,0.243,7,8,-76,5180,googleWifiAP05,1
22908771,9,9.157,0.132,7,8,-73,5180,googleWifiAP05,1
22909032,9,9.177,0.48,7,8,-71,5180,googleWifiAP05,1
22909306,9,9.118,0.45,7,8,-72,5180,googleWifiAP05,1
22909576,9,9.294,0.214,7,8,-70,5180,googleWifiAP05,1
22909847,9,9.47,0.404,7,8,-72,5180,googleWifiAP05,1
22910127,9,9.265,0.312,7,8,-76,5180,googleWifiAP05,1
22910369,9,9.177,0.249,7,8,-75,5180,googleWifiAP05,1
22910633,9,9.529,0.117,7,8,-69,5180,googleWifiAP05,1
22910881,9,9.411,0.286,7,8,-73,5180,googleWifiAP05,1
22911152,9,9.353,0.175,7,8,-74,5180,googleWifiAP05,1
22911403,9,9.382,0.305,7,8,-73,5180,googleWifiAP05,1
22911657,9,9.353,0.293,7,8,-73,5180,googleWifiAP05,1
22911922,9,9.236,0.379,7,8,-71,5180,googleWifiAP05,1
22912177,9,9.324,0.306,7,8,-72,5180,googleWifiAP05,1
22912439,9,9.265,0.225,7,8,-73,5180,googleWifiAP05,1
22912711,9,9.236,0.227,7,8,-75,5180,googleWifiAP05,1
22912983,9,9.353,0.173,7,8,-76,5180,googleWifiAP05,1
22913255,9,9.118,0.305,7,8,-73,5180,googleWifiAP05,1
22913527,9,9.177,0.271,7,8,-70,5180,googleWifiAP05,1
22913796,9,9.324,0.233,7,8,-77,5180,googleWifiAP05,1
22914065,9,9.324,0.149,7,8,-72,5180,googleWifiAP05,1
22914330,9,9.382,0.207,7,8,-74,5180,googleWifiAP05,1
22914595,9,9.324,0.3,7,8,-75,5180,googleWifiAP05,1
22914846,9,9.206,0.285,7,8,-74,5180,googleWifiAP05,1
22915115,9,9.324,0.225,7,8,-72,5180,googleWifiAP05,1
22915376,9,9.441,0.207,7,8,-74,5180,googleWifiAP05,1
22915633,9,9.294,0.287,7,8,-74,5180,googleWifiAP05,1
22915896,9,9.294,0.213,7,8,-74,5180,googleWifiAP05,1
22916172,9,9.382,0.224,7,8,-74,5180,googleWifiAP05,1
