#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
22820804,10,10.329,0.192,7,8,-75,5180,googleWifiAP05,1
22821040,10,10.232,0.135,7,8,-77,5180,googleWifiAP05,1
22821281,10,10.329,0.126,7,8,-82,5180,googleWifiAP05,1
22821546,10,10.251,1.609,7,8,-81,5180,googleWifiAP05,1
22821809,10,10.251,0.066,7,8,-80,5180,googleWifiAP05,1
22822061,10,10.232,0.25,7,8,-81,5180,googleWifiAP05,1
22822326,10,10.681,0.577,7,8,-80,5180,googleWifiAP05,1
22822592,10,10.876,0.78,7,8,-78,5180,googleWifiAP05,1
22822864,10,10.915,0.777,7,8,-79,5180,googleWifiAP05,1
22823135,10,10.203,0.125,7,8,-81,5180,googleWifiAP05,1
22823412,10,11.345,0.501,7,8,-79,5180,googleWifiAP05,1
22823690,10,10.642,0.351,7,8,-71,5180,googleWifiAP05,1
22823959,10,10.954,0.109,7,8,-79,5180,googleWifiAP05,1
22824202,10,11.111,0.276,7,8,-77,5180,googleWifiAP05,1
22824449,10,9.382,0.734,7,8,-80,5180,googleWifiAP05,1
22824710,10,10.613,0.287,7,8,-79,5180,googleWifiAP05,1
22824973,10,10.027,0.536,7,8,-82,5180,googleWifiAP05,1
22825243,10,9.851,0.66,7,8,-82,5180,googleWifiAP05,1
22825509,10,10.32,0.332,7,8,-77,5180,googleWifiAP05,1
22825775,10,10.203,0.455,7,8,-78,5180,googleWifiAP05,1
22826043,10,10.085,0.398,7,8,-79,5180,googleWifiAP05,1
22826312,10,9.88,0.58,7,8,-79,5180,googleWifiAP05,1
22826582,10,9.675,0.645,7,8,-78,5180,googleWifiAP05,1
22826853,10,9.822,0.607,7,8,-78,5180,googleWifiAP05,1
22827129,10,9.646,0.657,7,8,-80,5180,googleWifiAP05,1
22827394,10,10.954,0.694,7,8,-80,5180,googleWifiAP05,1
22827667,10,9.675,0.633,7,8,-77,5180,googleWifiAP05,1
22827934,10,9.646,0.74,7,8,-77,5180,googleWifiAP05,1
22828203,10,9.382,0.847,7,8,-82,5180,googleWifiAP05,1
22828459,10,8.298,1.238,7,8,-80,5180,googleWifiAP05,1
22828722,10,11.267,0.335,7,8,-78,5180,googleWifiAP05,1
22828998,10,9.441,0.742,7,8,-77,5180,googleWifiAP05,1
22829271,10,9.997,0.454,7,8,-79,5180,googleWifiAP05,1
22829538,10,10.954,0.28,7,8,-79,5180,googleWifiAP05,1
22829805,10,9.734,1.079,7,8,-78,5180,googleWifiAP05,1
22830072,10,10.915,0.204,7,8,-80,5180,googleWifiAP05,1
22830333,10,11.033,0.342,7,8,-78,5180,googleWifiAP05,1
22830611,10,11.072,0.475,7,8,-79,5180,googleWifiAP05,1
22830886,10,9.001,1.047,7,8,-79,5180,googleWifiAP05,1
22831150,10,9.324,0.91,7,8,-79,5180,googleWifiAP05,1
22831417,10,11.111,0.314,7,8,-80,5180,googleWifiAP05,1
22831691,10,8.826,1.196,7,8,-80,5180,googleWifiAP05,1
22831962,10,8.62,1.253,7,8,-78,5180,googleWifiAP05,1
22832231,10,9.558,0.794,7,8,-80,5180,googleWifiAP05,1
22832494,10,10.203,0.541,7,8,-80,5180,googleWifiAP05,1
22832764,10,10.994,0.798,7,8,-78,5180,googleWifiAP05,1
22833035,10,9.939,0.695,7,8,-79,5180,googleWifiAP05,1
22833306,10,11.111,0.161,7,8,-77,5180,googleWifiAP05,1
22833576,10,11.033,0.539,7,8,-76,5180,googleWifiAP05,1
22833832,10,10.915,0.525,7,8,-76,5180,googleWifiAP05,1
22834100,10,10.29,0.453,7,8,-75,5180,googleWifiAP05,1
22834356,10,10.203,0.495,7,8,-78,5180,googleWifiAP05,1
22834617,10,9.968,0.577,7,8,-78,5180,googleWifiAP05,1
22834889,10,9.734,0.738,7,8,-79,5180,googleWifiAP05,1
22835156,10,9.734,0.739,7,8,-80,5180,googleWifiAP05,1
22835423,10,9.851,0.619,7,8,-80,5180,googleWifiAP05,1
22835693,10,9.939,0.661,7,8,-81,5180,googleWifiAP05,1
22835966,10,10.642,0.712,7,8,-81,5180,googleWifiAP05,1
22836236,10,10.788,0.759,7,8,-81,5180,googleWifiAP05,1
22836504,10,10.261,0.463,7,8,-80,5180,googleWifiAP05,1
22836755,10,10.408,0.497,7,8,-77,5180,googleWifiAP05,1
22836992,10,9.704,0.762,7,8,-78,5180,googleWifiAP05,1
22837229,10,9.91,0.68,7,8,-78,5180,googleWifiAP05,1
22837466,10,9.88,0.695,7,8,-79,5180,googleWifiAP05,1
22837731,10,9.792,0.793,7,8,-79,5180,googleWifiAP05,1
22837977,10,9.763,0.852,7,8,-78,5180,googleWifiAP05,1
22838215,10,9.646,0.987,7,8,-79,5180,googleWifiAP05,1
22838450,10,9.822,0.879,7,8,-79,5180,googleWifiAP05,1
22838692,10,9.939,0.992,7,8,-78,5180,googleWifiAP05,1
22838950,10,8.826,1.188,7,8,-82,5180,googleWifiAP05,1
22839215,10,10.759,0.217,7,8,-80,5180,googleWifiAP05,1
22839490,10,10.759,0.141,7,8,-77,5180,googleWifiAP05,1
22839750,10,9.997,0.391,7,8,-74,5180,googleWifiAP05,1
22840012,10,10.203,0.601,7,8,-76,5180,googleWifiAP05,1
22840278,10,8.943,0.829,7,8,-82,5180,googleWifiAP05,1
22840549,10,8.884,0.957,7,8,-81,5180,googleWifiAP05,1
22840816,10,8.972,0.762,7,8,-81,5180,googleWifiAP05,1
22841087,10,10.378,0.554,7,8,-77,5180,googleWifiAP05,1
22841354,10,9.704,0.605,7,8,-76,5180,googleWifiAP05,1
22841623,10,9.88,0.61,7,8,-77,5180,googleWifiAP05,1
22841896,10,9.763,0.707,7,8,-78,5180,googleWifiAP05,1
