#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
7685453,9,8.342,0.683,7,8,-67,5180,GoogleWiFi_AP03,1
7685828,9,8.303,0.732,7,8,-64,5180,GoogleWiFi_AP03,1
7686223,9,8.538,0.559,7,8,-64,5180,GoogleWiFi_AP03,1
7686624,9,8.381,0.667,7,8,-67,5180,GoogleWiFi_AP03,1
7687023,9,8.303,0.731,7,8,-64,5180,GoogleWiFi_AP03,1
7687419,9,8.499,0.593,7,8,-67,5180,GoogleWiFi_AP03,1
7687816,9,8.264,0.681,7,8,-66,5180,GoogleWiFi_AP03,1
7688217,9,8.694,0.527,7,8,-67,5180,GoogleWiFi_AP03,1
7688597,9,8.577,0.507,7,8,-68,5180,GoogleWiFi_AP03,1
7688983,9,8.733,0.431,7,8,-67,5180,GoogleWiFi_AP03,1
7689375,9,8.42,0.591,7,8,-70,5180,GoogleWiFi_AP03,1
7689778,9,8.655,0.401,7,8,-68,5180,GoogleWiFi_AP03,1
7690185,9,8.733,0.426,7,8,-68,5180,GoogleWiFi_AP03,1
7690584,9,8.342,0.677,7,8,-67,5180,GoogleWiFi_AP03,1
7690987,9,8.772,0.497,7,8,-66,5180,GoogleWiFi_AP03,1
7691386,9,8.85,0.446,7,8,-67,5180,GoogleWiFi_AP03,1
7691796,9,8.85,1.869,7,8,-67,5180,GoogleWiFi_AP03,1
7692200,9,8.772,0.574,7,8,-68,5180,GoogleWiFi_AP03,1
7692615,9,8.889,0.759,7,8,-68,5180,GoogleWiFi_AP03,1
7693025,9,8.85,0.493,7,8,-66,5180,GoogleWiFi_AP03,1
7693420,9,8.85,0.641,7,8,-67,5180,GoogleWiFi_AP03,1
7693806,9,9.983,0.425,7,8,-67,5180,GoogleWiFi_AP03,1
7694214,9,9.748,0.091,7,8,-67,5180,GoogleWiFi_AP03,1
7694617,9,8.772,0.689,7,8,-67,5180,GoogleWiFi_AP03,1
7695019,9,10.1,0.388,7,8,-67,5180,GoogleWiFi_AP03,1
7695418,9,9.748,0.091,7,8,-67,5180,GoogleWiFi_AP03,1
7695818,9,8.772,0.692,7,8,-67,5180,GoogleWiFi_AP03,1
7696221,9,9.319,0.112,7,8,-66,5180,GoogleWiFi_AP03,1
7696621,9,8.889,0.565,7,8,-67,5180,GoogleWiFi_AP03,1
7697034,9,9.123,0.333,7,8,-65,5180,GoogleWiFi_AP03,1
7697434,9,8.303,0.79,7,8,-66,5180,GoogleWiFi_AP03,1
7697845,9,8.694,0.712,7,8,-66,5180,GoogleWiFi_AP03,1
7698250,9,9.241,0.455,7,8,-65,5180,GoogleWiFi_AP03,1
7698659,9,8.381,0.87,7,8,-66,5180,GoogleWiFi_AP03,1
7699066,9,8.342,1.155,7,8,-67,5180,GoogleWiFi_AP03,1
7699476,9,8.733,0.886,7,8,-67,5180,GoogleWiFi_AP03,1
7699869,9,8.381,0.954,7,8,-66,5180,GoogleWiFi_AP03,1
7700277,9,8.381,0.838,7,8,-66,5180,GoogleWiFi_AP03,1
7700691,9,8.616,0.796,7,8,-66,5180,GoogleWiFi_AP03,1
7701085,9,8.381,0.752,7,8,-66,5180,GoogleWiFi_AP03,1
7701485,9,8.303,0.92,7,8,-66,5180,GoogleWiFi_AP03,1
7701886,9,8.655,0.75,7,8,-66,5180,GoogleWiFi_AP03,1
7702289,9,8.537,0.807,7,8,-67,5180,GoogleWiFi_AP03,1
7702695,9,8.381,0.793,7,8,-66,5180,GoogleWiFi_AP03,1
7703098,9,8.616,0.723,7,8,-66,5180,GoogleWiFi_AP03,1
7703503,9,8.381,0.751,7,8,-66,5180,GoogleWiFi_AP03,1
7703907,9,8.538,0.88,7,8,-66,5180,GoogleWiFi_AP03,1
7704315,9,8.459,0.644,7,8,-66,5180,GoogleWiFi_AP03,1
7704720,9,8.694,0.497,7,8,-67,5180,GoogleWiFi_AP03,1
7705123,9,8.694,0.486,7,8,-68,5180,GoogleWiFi_AP03,1
7705528,9,8.772,1.429,7,8,-67,5180,GoogleWiFi_AP03,1
7705928,9,8.616,0.535,7,8,-68,5180,GoogleWiFi_AP03,1
7706332,9,8.694,1.341,7,8,-69,5180,GoogleWiFi_AP03,1
7706726,9,8.694,0.437,7,8,-67,5180,GoogleWiFi_AP03,1
7707135,9,8.616,0.353,7,8,-65,5180,GoogleWiFi_AP03,1
7707525,9,8.85,0.065,7,8,-66,5180,GoogleWiFi_AP03,1
7707934,9,8.616,0.568,7,8,-63,5180,GoogleWiFi_AP03,1
7708340,9,8.928,0.307,7,8,-63,5180,GoogleWiFi_AP03,1
7708749,9,8.616,0.651,7,8,-63,5180,GoogleWiFi_AP03,1
7709155,9,8.499,0.736,7,8,-63,5180,GoogleWiFi_AP03,1
7709562,9,8.811,0.598,7,8,-63,5180,GoogleWiFi_AP03,1
7709969,9,8.694,0.639,7,8,-63,5180,GoogleWiFi_AP03,1
7710373,9,8.928,0.753,7,8,-65,5180,GoogleWiFi_AP03,1
7710778,9,8.928,0.727,7,8,-66,5180,GoogleWiFi_AP03,1
7711179,9,9.006,0.749,7,8,-64,5180,GoogleWiFi_AP03,1
7711584,9,8.928,0.671,7,8,-65,5180,GoogleWiFi_AP03,1
7711982,9,8.928,0.753,7,8,-66,5180,GoogleWiFi_AP03,1
7712386,9,8.85,0.568,7,8,-64,5180,GoogleWiFi_AP03,1
7712793,9,9.045,0.615,7,8,-65,5180,GoogleWiFi_AP03,1
7713200,9,9.192,0.131,7,8,-67,5180,GoogleWiFi_AP03,1
7713588,9,8.85,0.884,7,8,-68,5180,GoogleWiFi_AP03,1
7713984,9,8.655,0.253,7,8,-65,5180,GoogleWiFi_AP03,1
7714381,9,8.811,0.526,7,8,-66,5180,GoogleWiFi_AP03,1
7714777,9,8.811,0.366,7,8,-66,5180,GoogleWiFi_AP03,1
7715181,9,8.928,1.35,7,8,-67,5180,GoogleWiFi_AP03,1
7715587,9,8.616,0.28,7,8,-67,5180,GoogleWiFi_AP03,1
7715988,9,8.772,1.47,7,8,-68,5180,GoogleWiFi_AP03,1
7716374,9,8.772,1.43,7,8,-68,5180,GoogleWiFi_AP03,1
7716797,9,8.577,1.35,7,8,-68,5180,GoogleWiFi_AP03,1
7717200,9,8.342,1.656,7,8,-68,5180,GoogleWiFi_AP03,1
7717608,9,8.811,1.449,7,8,-68,5180,GoogleWiFi_AP03,1
7718016,9,8.85,0.262,7,8,-67,5180,GoogleWiFi_AP03,1
7718421,9,8.655,1.471,7,8,-68,5180,GoogleWiFi_AP03,1
7718829,9,8.694,1.689,7,8,-68,5180,GoogleWiFi_AP03,1
7719238,9,8.772,1.523,7,8,-68,5180,GoogleWiFi_AP03,1
7719632,9,8.577,1.625,7,8,-68,5180,GoogleWiFi_AP03,1
7720036,9,8.811,1.406,7,8,-68,5180,GoogleWiFi_AP03,1
7720440,9,8.538,1.644,7,8,-68,5180,GoogleWiFi_AP03,1
7720844,9,8.811,1.566,7,8,-68,5180,GoogleWiFi_AP03,1
7721248,9,8.733,1.635,7,8,-68,5180,GoogleWiFi_AP03,1
