#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
32380020,5,5.911,0.538,7,8,-87,5180,googleWifiAP05,1
32380255,5,6.262,0.154,7,8,-90,5180,googleWifiAP05,1
32380489,5,6.379,0.126,7,8,-87,5180,googleWifiAP05,1
32380750,5,6.116,0.129,7,8,-88,5180,googleWifiAP05,1
32381022,5,6.321,1.011,7,8,-88,5180,googleWifiAP05,1
32381301,5,6.379,1.242,7,8,-91,5180,googleWifiAP05,1
32381585,5,5.354,0.974,7,8,-88,5180,googleWifiAP05,1
32381864,5,6.379,0.198,7,8,-90,5180,googleWifiAP05,1
32382148,5,6.262,1.596,7,8,-90,5180,googleWifiAP05,1
32382428,5,5.823,0.77,7,8,-92,5180,googleWifiAP05,1
32382707,5,6.262,1.255,7,8,-91,5180,googleWifiAP05,1
32382985,5,5.735,0.5,7,8,-92,5180,googleWifiAP05,1
32383241,5,6.028,0.441,7,8,-85,5180,googleWifiAP05,1
32383491,5,5.998,0.304,7,8,-89,5180,googleWifiAP05,1
32383751,5,5.969,0.303,7,8,-93,5180,googleWifiAP05,1
32384022,5,5.998,0.297,7,8,-90,5180,googleWifiAP05,1
32384285,5,5.969,0.229,7,8,-91,5180,googleWifiAP05,1
32384564,5,6.057,0.345,7,8,-90,5180,googleWifiAP05,1
32384833,5,6.116,0.156,7,8,-91,5180,googleWifiAP05,1
32385094,5,5.969,0.168,7,8,-90,5180,googleWifiAP05,1
32385361,5,5.764,0.394,7,8,-90,5180,googleWifiAP05,1
32385636,5,6.028,0.308,7,8,-91,5180,googleWifiAP05,1
32385917,5,5.94,0.269,7,8,-90,5180,googleWifiAP05,1
32386194,5,5.823,0.381,7,8,-91,5180,googleWifiAP05,1
32386492,5,5.793,0.244,7,8,-90,5180,googleWifiAP05,1
32386780,5,5.764,0.407,7,8,-90,5180,googleWifiAP05,1
32387059,5,5.998,0.262,7,8,-89,5180,googleWifiAP05,1
32387338,5,5.852,0.279,7,8,-90,5180,googleWifiAP05,1
32387605,5,5.852,0.232,7,8,-91,5180,googleWifiAP05,1
32387878,5,5.881,0.36,7,8,-90,5180,googleWifiAP05,1
32388161,5,5.793,0.348,7,8,-89,5180,googleWifiAP05,1
32388444,5,5.823,0.355,7,8,-91,5180,googleWifiAP05,1
32388725,5,5.764,0.263,7,8,-90,5180,googleWifiAP05,1
32388997,5,5.441,0.665,7,8,-85,5180,googleWifiAP05,1
