#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
32711960,7,8.342,1.978,7,8,-94,5180,googleWifiAP05,1
32712207,7,8.147,1.366,7,8,-95,5180,googleWifiAP05,1
32712470,7,8.342,1.116,7,8,-94,5180,googleWifiAP05,1
32713047,7,8.655,0.909,7,8,-94,5180,googleWifiAP05,1
32713615,7,8.85,0.306,7,8,-95,5180,googleWifiAP05,1
32713895,7,8.811,0.342,7,8,-96,5180,googleWifiAP05,1
32714175,7,8.655,0.53,7,8,-95,5180,googleWifiAP05,1
32714464,7,8.772,0.421,7,8,-93,5180,googleWifiAP05,1
32714738,7,8.694,0.313,7,8,-90,5180,googleWifiAP05,1
32715022,7,8.547,0.618,7,8,-96,5180,googleWifiAP05,1
32715284,7,8.43,0.179,7,8,-97,5180,googleWifiAP05,1
32716107,7,8.538,0.405,7,8,-92,5180,googleWifiAP05,1
32716383,7,8.811,0.274,7,8,-95,5180,googleWifiAP05,1
32716661,7,8.655,0.597,7,8,-89,5180,googleWifiAP05,1
32716944,7,8.694,0.772,7,8,-91,5180,googleWifiAP05,1
32717226,7,8.811,0.271,7,8,-90,5180,googleWifiAP05,1
32717503,7,9.104,0.064,7,8,-90,5180,googleWifiAP05,1
32717777,7,8.577,0.485,7,8,-92,5180,googleWifiAP05,1
32718046,7,8.733,0.086,7,8,-89,5180,googleWifiAP05,1
32718320,7,8.489,0.32,7,8,-90,5180,googleWifiAP05,1
32718604,7,8.049,0.367,7,8,-92,5180,googleWifiAP05,1
32718860,7,8.752,0.235,7,8,-83,5180,googleWifiAP05,1
32719414,7,8.772,1.885,7,8,-91,5180,googleWifiAP05,1
32719669,7,8.928,0.619,7,8,-91,5180,googleWifiAP05,1
32719916,7,8.811,0.843,7,8,-90,5180,googleWifiAP05,1
32720198,7,9.006,0.742,7,8,-91,5180,googleWifiAP05,1
32720452,7,9.006,0.514,7,8,-90,5180,googleWifiAP05,1
32720738,7,8.577,0.684,7,8,-93,5180,googleWifiAP05,1
32721030,7,8.772,0.66,7,8,-88,5180,googleWifiAP05,1
32721313,7,8.459,1.288,7,8,-92,5180,googleWifiAP05,1
32721898,7,8.342,1.067,7,8,-89,5180,googleWifiAP05,1
32722165,7,8.577,1.045,7,8,-92,5180,googleWifiAP05,1
32722452,7,8.538,0.816,7,8,-93,5180,googleWifiAP05,1
32722736,7,8.459,0.353,7,8,-91,5180,googleWifiAP05,1
32723017,7,8.459,0.798,7,8,-90,5180,googleWifiAP05,1
32723306,7,8.459,0.651,7,8,-90,5180,googleWifiAP05,1
32723590,7,8.694,0.511,7,8,-90,5180,googleWifiAP05,1
32723869,7,7.327,1.793,7,8,-92,5180,googleWifiAP05,1
32724126,7,7.874,1.228,7,8,-92,5180,googleWifiAP05,1
32724405,7,8.186,0.913,7,8,-92,5180,googleWifiAP05,1
32724686,7,8.538,0.538,7,8,-89,5180,googleWifiAP05,1
32724969,7,8.459,0.628,7,8,-90,5180,googleWifiAP05,1
32725262,7,8.577,0.729,7,8,-91,5180,googleWifiAP05,1
32725546,7,8.616,0.72,7,8,-89,5180,googleWifiAP05,1
32725830,7,8.225,0.876,7,8,-90,5180,googleWifiAP05,1
32726119,7,8.577,0.562,7,8,-92,5180,googleWifiAP05,1
32726401,7,9.866,0.889,7,8,-92,5180,googleWifiAP05,1
32726961,7,5.764,2.085,7,8,-92,5180,googleWifiAP05,1
32727526,7,8.459,0.901,7,8,-91,5180,googleWifiAP05,1
32727809,7,8.46,0.724,7,8,-91,5180,googleWifiAP05,1
32728097,7,8.655,0.836,7,8,-92,5180,googleWifiAP05,1
32728384,7,8.499,0.968,7,8,-91,5180,googleWifiAP05,1
32728664,7,8.811,0.638,7,8,-91,5180,googleWifiAP05,1
32728950,7,8.655,0.256,7,8,-91,5180,googleWifiAP05,1
32729230,7,8.577,0.313,7,8,-91,5180,googleWifiAP05,1
32729498,7,8.499,0.907,7,8,-92,5180,googleWifiAP05,1
32729790,7,8.46,0.774,7,8,-92,5180,googleWifiAP05,1
32730074,7,8.635,0.113,7,8,-92,5180,googleWifiAP05,1
32730359,7,8.108,0.242,7,8,-86,5180,googleWifiAP05,1
32730647,7,8.225,0.353,7,8,-92,5180,googleWifiAP05,1
