#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
33364165,11,11.975,1.737,7,8,-93,5180,googleWifiAP05,1
33364415,11,11.78,1.881,7,8,-90,5180,googleWifiAP05,1
33364682,11,11.663,2.505,7,8,-91,5180,googleWifiAP05,1
33364963,11,11.741,2.466,7,8,-90,5180,googleWifiAP05,1
33365242,11,11.35,2.051,7,8,-92,5180,googleWifiAP05,1
33365521,11,11.663,1.856,7,8,-93,5180,googleWifiAP05,1
33365805,11,11.78,2.098,7,8,-92,5180,googleWifiAP05,1
33366091,11,11.858,1.551,7,8,-93,5180,googleWifiAP05,1
33366362,11,11.741,1.561,7,8,-93,5180,googleWifiAP05,1
33366627,11,11.467,1.789,7,8,-92,5180,googleWifiAP05,1
33366894,11,11.819,1.673,7,8,-93,5180,googleWifiAP05,1
33367149,11,11.897,1.608,7,8,-93,5180,googleWifiAP05,1
33367405,11,11.78,1.606,7,8,-93,5180,googleWifiAP05,1
33367660,11,11.662,1.771,7,8,-92,5180,googleWifiAP05,1
33367937,11,11.78,1.65,7,8,-92,5180,googleWifiAP05,1
33368205,11,11.78,1.711,7,8,-92,5180,googleWifiAP05,1
33368486,11,11.819,1.693,7,8,-92,5180,googleWifiAP05,1
33368765,11,11.584,1.826,7,8,-93,5180,googleWifiAP05,1
33369046,11,11.78,1.67,7,8,-87,5180,googleWifiAP05,1
33369308,11,11.741,1.687,7,8,-93,5180,googleWifiAP05,1
33369579,11,11.545,1.897,7,8,-93,5180,googleWifiAP05,1
33369868,11,11.741,1.764,7,8,-92,5180,googleWifiAP05,1
33370135,11,11.663,1.754,7,8,-93,5180,googleWifiAP05,1
33370411,11,11.741,1.797,7,8,-92,5180,googleWifiAP05,1
33370695,11,11.584,1.838,7,8,-93,5180,googleWifiAP05,1
33370965,11,11.741,1.684,7,8,-93,5180,googleWifiAP05,1
33371241,11,11.78,1.665,7,8,-93,5180,googleWifiAP05,1
33371521,11,11.78,1.745,7,8,-91,5180,googleWifiAP05,1
33371804,11,11.858,1.646,7,8,-92,5180,googleWifiAP05,1
33372087,11,11.741,1.668,7,8,-93,5180,googleWifiAP05,1
33372369,11,11.78,1.724,7,8,-93,5180,googleWifiAP05,1
33372649,11,11.663,1.714,7,8,-93,5180,googleWifiAP05,1
33372939,11,11.819,1.658,7,8,-93,5180,googleWifiAP05,1
33373207,11,11.584,1.735,7,8,-93,5180,googleWifiAP05,1
33373479,11,11.78,1.654,7,8,-93,5180,googleWifiAP05,1
33373758,11,11.819,1.703,7,8,-92,5180,googleWifiAP05,1
33374016,11,11.741,1.684,7,8,-92,5180,googleWifiAP05,1
33374266,11,11.78,1.677,7,8,-93,5180,googleWifiAP05,1
33374526,11,11.584,1.825,7,8,-92,5180,googleWifiAP05,1
33374784,11,11.702,1.717,7,8,-92,5180,googleWifiAP05,1
33375037,11,11.702,1.838,7,8,-93,5180,googleWifiAP05,1
33375332,11,11.78,1.734,7,8,-92,5180,googleWifiAP05,1
33375606,11,11.623,1.829,7,8,-93,5180,googleWifiAP05,1
33375867,11,11.702,1.689,7,8,-93,5180,googleWifiAP05,1
33376135,11,11.702,1.759,7,8,-93,5180,googleWifiAP05,1
33376464,11,11.663,1.741,7,8,-93,5180,googleWifiAP05,1
33376720,11,11.662,1.707,7,8,-92,5180,googleWifiAP05,1
33377045,11,11.78,1.693,7,8,-92,5180,googleWifiAP05,1
33377378,11,11.545,1.927,7,8,-92,5180,googleWifiAP05,1
33377769,11,11.741,1.673,7,8,-93,5180,googleWifiAP05,1
33378101,11,11.858,1.657,7,8,-93,5180,googleWifiAP05,1
