#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
14212721,14,15.647,0.713,7,8,-91,5180,GoogleWiFi_AP03,1
14213098,14,15.432,0.811,7,8,-89,5180,GoogleWiFi_AP03,1
14213498,14,14.172,1.318,7,8,-90,5180,GoogleWiFi_AP03,1
14213905,14,17.678,0.752,7,8,-86,5180,GoogleWiFi_AP03,1
14214302,14,16.545,0.86,7,8,-87,5180,GoogleWiFi_AP03,1
14214707,14,14.729,1.038,7,8,-89,5180,GoogleWiFi_AP03,1
14215114,14,14.026,0.862,7,8,-89,5180,GoogleWiFi_AP03,1
14215521,14,16.487,0.595,7,8,-85,5180,GoogleWiFi_AP03,1
14215930,14,16.487,0.776,7,8,-86,5180,GoogleWiFi_AP03,1
14216311,14,16.897,0.643,7,8,-89,5180,GoogleWiFi_AP03,1
14216717,14,16.868,0.912,7,8,-91,5180,GoogleWiFi_AP03,1
14217128,14,14.114,1.652,7,8,-86,5180,GoogleWiFi_AP03,1
14217539,14,16.311,0.801,7,8,-89,5180,GoogleWiFi_AP03,1
14217956,14,13.733,1.548,7,8,-90,5180,GoogleWiFi_AP03,1
14218369,14,13.674,1.658,7,8,-88,5180,GoogleWiFi_AP03,1
14218777,14,13.967,1.507,7,8,-88,5180,GoogleWiFi_AP03,1
14219156,14,13.938,1.525,7,8,-89,5180,GoogleWiFi_AP03,1
14219556,14,15.198,1.224,7,8,-89,5180,GoogleWiFi_AP03,1
14219965,14,15.344,1.299,7,8,-88,5180,GoogleWiFi_AP03,1
14220367,14,13.791,1.524,7,8,-88,5180,GoogleWiFi_AP03,1
14220752,14,15.725,1.326,7,8,-90,5180,GoogleWiFi_AP03,1
14221160,14,15.901,0.518,7,8,-88,5180,GoogleWiFi_AP03,1
14221564,14,17.776,0.857,7,8,-88,5180,GoogleWiFi_AP03,1
14221974,14,16.311,0.596,7,8,-86,5180,GoogleWiFi_AP03,1
14222382,14,16.721,0.755,7,8,-88,5180,GoogleWiFi_AP03,1
14222795,14,17.747,0.568,7,8,-88,5180,GoogleWiFi_AP03,1
14223211,14,16.311,0.362,7,8,-89,5180,GoogleWiFi_AP03,1
14223621,14,16.047,1.275,7,8,-87,5180,GoogleWiFi_AP03,1
14224023,14,16.633,0.91,7,8,-88,5180,GoogleWiFi_AP03,1
14224431,14,16.311,0.86,7,8,-89,5180,GoogleWiFi_AP03,1
14224839,14,14.641,1.939,7,8,-88,5180,GoogleWiFi_AP03,1
14225248,14,16.956,0.313,7,8,-89,5180,GoogleWiFi_AP03,1
