#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
13550866,10,11.008,0.202,7,8,-83,5180,GoogleWiFi_AP03,1
13551230,10,10.803,1.19,7,8,-73,5180,GoogleWiFi_AP03,1
13551625,10,10.256,0.331,7,8,-78,5180,GoogleWiFi_AP03,1
13552009,10,10.569,0.137,7,8,-81,5180,GoogleWiFi_AP03,1
13552400,10,11.038,0.603,7,8,-81,5180,GoogleWiFi_AP03,1
13552804,10,11.038,0.028,7,8,-81,5180,GoogleWiFi_AP03,1
13553235,10,11.565,1.191,7,8,-81,5180,GoogleWiFi_AP03,1
13553618,10,11.389,0.63,7,8,-81,5180,GoogleWiFi_AP03,1
13554016,10,11.301,0.079,7,8,-79,5180,GoogleWiFi_AP03,1
13554404,10,11.232,0.3,7,8,-71,5180,GoogleWiFi_AP03,1
13554811,10,11.389,0.09,7,8,-80,5180,GoogleWiFi_AP03,1
13555218,10,11.389,0.107,7,8,-81,5180,GoogleWiFi_AP03,1
13555631,10,11.448,0.681,7,8,-79,5180,GoogleWiFi_AP03,1
13556041,10,11.741,0.47,7,8,-82,5180,GoogleWiFi_AP03,1
13556452,10,10.96,0.103,7,8,-81,5180,GoogleWiFi_AP03,1
13556862,10,10.842,0.6,7,8,-76,5180,GoogleWiFi_AP03,1
13557270,10,10.842,0.157,7,8,-80,5180,GoogleWiFi_AP03,1
13557673,10,10.764,0.126,7,8,-81,5180,GoogleWiFi_AP03,1
13558078,10,10.647,0.192,7,8,-81,5180,GoogleWiFi_AP03,1
13558451,10,10.803,0.095,7,8,-81,5180,GoogleWiFi_AP03,1
13558846,10,10.53,0.201,7,8,-82,5180,GoogleWiFi_AP03,1
13559229,10,10.608,0.154,7,8,-81,5180,GoogleWiFi_AP03,1
13559623,10,10.764,0.124,7,8,-85,5180,GoogleWiFi_AP03,1
13560037,10,11.038,0.122,7,8,-79,5180,GoogleWiFi_AP03,1
13560445,10,10.881,0.157,7,8,-82,5180,GoogleWiFi_AP03,1
13560849,10,10.803,0.187,7,8,-81,5180,GoogleWiFi_AP03,1
13561260,10,10.921,0.123,7,8,-81,5180,GoogleWiFi_AP03,1
13561669,10,11.116,0.095,7,8,-80,5180,GoogleWiFi_AP03,1
13562079,10,10.96,0.324,7,8,-81,5180,GoogleWiFi_AP03,1
13562492,10,10.764,0.373,7,8,-83,5180,GoogleWiFi_AP03,1
13562904,10,10.862,0.198,7,8,-83,5180,GoogleWiFi_AP03,1
13563319,10,6.857,4.288,7,8,-75,5180,GoogleWiFi_AP03,1
13563729,10,11.184,0.205,7,8,-82,5180,GoogleWiFi_AP03,1
13564529,10,10.608,0.205,7,8,-82,5180,GoogleWiFi_AP03,1
13564939,10,10.881,0.116,7,8,-81,5180,GoogleWiFi_AP03,1
13565349,10,10.764,0.16,7,8,-81,5180,GoogleWiFi_AP03,1
13565747,10,10.491,0.251,7,8,-82,5180,GoogleWiFi_AP03,1
13566154,10,10.803,0.08,7,8,-81,5180,GoogleWiFi_AP03,1
