#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
12221895,5,6.389,0.419,7,8,-80,5180,GoogleWiFi_AP03,1
12222264,5,6.545,0.342,7,8,-80,5180,GoogleWiFi_AP03,1
12222637,5,6.79,0.306,7,8,-71,5180,GoogleWiFi_AP03,1
12223018,5,8.782,0.675,7,8,-74,5180,GoogleWiFi_AP03,1
12223394,5,6.76,1.581,7,8,-79,5180,GoogleWiFi_AP03,1
12223790,5,7.903,1.79,7,8,-79,5180,GoogleWiFi_AP03,1
12224193,5,6.409,0.486,7,8,-76,5180,GoogleWiFi_AP03,1
12224568,5,6.819,0.207,7,8,-73,5180,GoogleWiFi_AP03,1
12224964,5,6.789,0.168,7,8,-72,5180,GoogleWiFi_AP03,1
12225332,5,6.76,0.197,7,8,-74,5180,GoogleWiFi_AP03,1
12225741,5,6.731,0.233,7,8,-73,5180,GoogleWiFi_AP03,1
12226154,5,6.877,1.144,7,8,-73,5180,GoogleWiFi_AP03,1
12226553,5,7.141,0.685,7,8,-78,5180,GoogleWiFi_AP03,1
12226969,5,7.639,0.719,7,8,-77,5180,GoogleWiFi_AP03,1
12227382,5,7.698,0.614,7,8,-77,5180,GoogleWiFi_AP03,1
12227789,5,7.581,0.689,7,8,-78,5180,GoogleWiFi_AP03,1
12228194,5,7.61,0.702,7,8,-77,5180,GoogleWiFi_AP03,1
12228606,5,7.639,0.787,7,8,-78,5180,GoogleWiFi_AP03,1
12229013,5,7.727,0.674,7,8,-78,5180,GoogleWiFi_AP03,1
12229428,5,7.727,0.623,7,8,-78,5180,GoogleWiFi_AP03,1
12229835,5,7.727,0.693,7,8,-78,5180,GoogleWiFi_AP03,1
12230246,5,7.756,0.698,7,8,-77,5180,GoogleWiFi_AP03,1
12230659,5,7.727,0.619,7,8,-77,5180,GoogleWiFi_AP03,1
12231064,5,7.786,0.627,7,8,-77,5180,GoogleWiFi_AP03,1
12231479,5,7.756,0.664,7,8,-77,5180,GoogleWiFi_AP03,1
12231883,5,7.844,0.639,7,8,-77,5180,GoogleWiFi_AP03,1
12232294,5,7.961,0.589,7,8,-78,5180,GoogleWiFi_AP03,1
12232709,5,7.991,0.546,7,8,-77,5180,GoogleWiFi_AP03,1
12233121,5,8.108,0.509,7,8,-76,5180,GoogleWiFi_AP03,1
12233535,5,8.049,0.437,7,8,-76,5180,GoogleWiFi_AP03,1
12233947,5,7.991,0.469,7,8,-76,5180,GoogleWiFi_AP03,1
12234353,5,8.02,0.51,7,8,-76,5180,GoogleWiFi_AP03,1
12234764,5,8.02,0.51,7,8,-76,5180,GoogleWiFi_AP03,1
12235173,5,8.02,0.578,7,8,-76,5180,GoogleWiFi_AP03,1
12235581,5,7.873,0.594,7,8,-77,5180,GoogleWiFi_AP03,1
12235979,5,7.786,0.588,7,8,-78,5180,GoogleWiFi_AP03,1
12236393,5,7.903,0.574,7,8,-77,5180,GoogleWiFi_AP03,1
12236805,5,8.459,0.192,7,8,-78,5180,GoogleWiFi_AP03,1
12237216,5,7.112,1.031,7,8,-84,5180,GoogleWiFi_AP03,1
12237628,5,7.024,1.663,7,8,-82,5180,GoogleWiFi_AP03,1
12238041,5,7.112,1.674,7,8,-84,5180,GoogleWiFi_AP03,1
12238445,5,7.463,1.411,7,8,-83,5180,GoogleWiFi_AP03,1
12238853,5,7.229,1.579,7,8,-85,5180,GoogleWiFi_AP03,1
12239264,5,7.112,0.804,7,8,-84,5180,GoogleWiFi_AP03,1
12239678,5,7.317,0.731,7,8,-84,5180,GoogleWiFi_AP03,1
12240078,5,7.053,1.029,7,8,-85,5180,GoogleWiFi_AP03,1
12240486,5,6.819,1.277,7,8,-84,5180,GoogleWiFi_AP03,1
12240894,5,6.819,1.232,7,8,-72,5180,GoogleWiFi_AP03,1
12241292,5,6.819,0.123,7,8,-73,5180,GoogleWiFi_AP03,1
12241684,5,6.643,0.567,7,8,-73,5180,GoogleWiFi_AP03,1
12242092,5,6.643,1.237,7,8,-74,5180,GoogleWiFi_AP03,1
12242491,5,6.614,0.541,7,8,-81,5180,GoogleWiFi_AP03,1
12242901,5,6.496,0.712,7,8,-81,5180,GoogleWiFi_AP03,1
12243312,5,6.672,1.158,7,8,-83,5180,GoogleWiFi_AP03,1
12243729,5,6.76,1.252,7,8,-83,5180,GoogleWiFi_AP03,1
12244131,5,6.907,1.217,7,8,-81,5180,GoogleWiFi_AP03,1
12244545,5,6.848,1.263,7,8,-81,5180,GoogleWiFi_AP03,1
12244959,5,6.789,1.123,7,8,-77,5180,GoogleWiFi_AP03,1
12245366,5,6.848,0.81,7,8,-80,5180,GoogleWiFi_AP03,1
12245775,5,6.467,0.257,7,8,-76,5180,GoogleWiFi_AP03,1
12246175,5,6.936,0.138,7,8,-71,5180,GoogleWiFi_AP03,1
12246578,5,7.2,0.942,7,8,-74,5180,GoogleWiFi_AP03,1
12246987,5,6.663,0.23,7,8,-70,5180,GoogleWiFi_AP03,1
12247397,5,6.858,0.08,7,8,-70,5180,GoogleWiFi_AP03,1
12247809,5,6.76,0.149,7,8,-71,5180,GoogleWiFi_AP03,1
12248220,5,6.907,0.242,7,8,-69,5180,GoogleWiFi_AP03,1
12248629,5,7.053,1.069,7,8,-72,5180,GoogleWiFi_AP03,1
12249041,5,7.375,0.698,7,8,-77,5180,GoogleWiFi_AP03,1
12249428,5,7.493,0.553,7,8,-80,5180,GoogleWiFi_AP03,1
12249829,5,6.32,1.888,7,8,-81,5180,GoogleWiFi_AP03,1
12250239,5,6.056,2.117,7,8,-72,5180,GoogleWiFi_AP03,1
12250652,5,6.232,1.964,7,8,-74,5180,GoogleWiFi_AP03,1
12251061,5,5.617,2.953,7,8,-81,5180,GoogleWiFi_AP03,1
12251470,5,8.499,1.351,7,8,-81,5180,GoogleWiFi_AP03,1
12251883,5,5.734,2.744,7,8,-81,5180,GoogleWiFi_AP03,1
12252289,5,5.236,3.376,7,8,-74,5180,GoogleWiFi_AP03,1
12252696,5,4.885,3.882,7,8,-73,5180,GoogleWiFi_AP03,1
12253095,5,7.434,0.691,7,8,-81,5180,GoogleWiFi_AP03,1
12253507,5,7.522,0.629,7,8,-81,5180,GoogleWiFi_AP03,1
12253914,5,7.522,0.62,7,8,-81,5180,GoogleWiFi_AP03,1
12254316,5,7.463,0.621,7,8,-81,5180,GoogleWiFi_AP03,1
12254724,5,7.434,0.605,7,8,-81,5180,GoogleWiFi_AP03,1
12255136,5,7.405,0.629,7,8,-81,5180,GoogleWiFi_AP03,1
12255548,5,7.434,0.61,7,8,-81,5180,GoogleWiFi_AP03,1
12255959,5,7.463,0.606,7,8,-81,5180,GoogleWiFi_AP03,1
12256362,5,7.522,0.604,7,8,-81,5180,GoogleWiFi_AP03,1
12256770,5,7.463,0.64,7,8,-82,5180,GoogleWiFi_AP03,1
12257182,5,7.493,0.599,7,8,-81,5180,GoogleWiFi_AP03,1
12257595,5,7.493,0.648,7,8,-81,5180,GoogleWiFi_AP03,1
12258005,5,7.551,0.614,7,8,-81,5180,GoogleWiFi_AP03,1
12258418,5,7.551,0.581,7,8,-81,5180,GoogleWiFi_AP03,1
12258828,5,7.581,0.528,7,8,-81,5180,GoogleWiFi_AP03,1
12259232,5,7.522,0.645,7,8,-81,5180,GoogleWiFi_AP03,1
12259645,5,7.434,0.685,7,8,-81,5180,GoogleWiFi_AP03,1
12260041,5,7.405,0.684,7,8,-81,5180,GoogleWiFi_AP03,1
12260455,5,7.522,0.626,7,8,-81,5180,GoogleWiFi_AP03,1
12260874,5,7.493,0.61,7,8,-81,5180,GoogleWiFi_AP03,1
12261286,5,7.463,0.637,7,8,-81,5180,GoogleWiFi_AP03,1
12261693,5,7.522,0.608,7,8,-81,5180,GoogleWiFi_AP03,1
12262109,5,7.463,0.649,7,8,-81,5180,GoogleWiFi_AP03,1
12262524,5,7.493,0.599,7,8,-82,5180,GoogleWiFi_AP03,1
12262984,5,7.493,0.6,7,8,-81,5180,GoogleWiFi_AP03,1
12263391,5,7.522,0.632,7,8,-81,5180,GoogleWiFi_AP03,1
12263800,5,7.581,0.599,7,8,-81,5180,GoogleWiFi_AP03,1
12264203,5,7.493,0.657,7,8,-81,5180,GoogleWiFi_AP03,1
12264589,5,7.434,0.63,7,8,-82,5180,GoogleWiFi_AP03,1
12265009,5,7.434,0.664,7,8,-81,5180,GoogleWiFi_AP03,1
12265422,5,7.463,0.675,7,8,-81,5180,GoogleWiFi_AP03,1
12265830,5,7.493,0.609,7,8,-82,5180,GoogleWiFi_AP03,1
12266242,5,7.522,0.635,7,8,-81,5180,GoogleWiFi_AP03,1
12266656,5,7.522,0.62,7,8,-81,5180,GoogleWiFi_AP03,1
12267067,5,7.551,0.637,7,8,-81,5180,GoogleWiFi_AP03,1
12267482,5,7.581,0.603,7,8,-81,5180,GoogleWiFi_AP03,1
12267887,5,7.522,0.632,7,8,-81,5180,GoogleWiFi_AP03,1
12268298,5,7.463,0.618,7,8,-81,5180,GoogleWiFi_AP03,1
